"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2012-05-22","89.9","-0.83","6.56","Beachy, Brandon",446359,545404,,"called_strike",,,,,"8","Zack Cozart pops out to catcher David Ross.","R","R","R","CIN","ATL","S",,,"0","0",2012,"-0.15","2.01","-0.26","1.97",,,,"0","1","Bot",,,,,"424325",,"120522_192157",1.51,-130.56,-9.94,-0.25,24.48,-10.01,"3.44","1.58",,,,,,,318371,545404,"424325","518692","462564","464433","543629","445988","456422","518792","50",,,,,,,,"5","1","4-Seam Fastball","0","1","0","1","1","0","0","1",,,,"0","-0.035"
"SL","2012-05-17","82.7","-1.01","6.33","Beachy, Brandon",519317,545404,"field_out","hit_into_play",,,,,"9","Giancarlo Stanton grounds out, shortstop Tyler Pastornicky to first baseman Freddie Freeman.","R","R","R","ATL","MIA","X","6","ground_ball","2","1",2012,"0.35","0.19","0.82","1.97",,,,"2","9","Top",107.43,157.63,,,"435263",,"120517_215316",3.3,-120.35,-3.65,5.11,21.26,-32.23,"3.54","1.68",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"72","4","Slider","7","0","0","7","0","7","0","7",,,,"0","-0.116"
"FF","2012-05-17","93.0","-0.77","6.48","Beachy, Brandon",519317,545404,,"ball",,,,,"11","Giancarlo Stanton grounds out, shortstop Tyler Pastornicky to first baseman Freddie Freeman.","R","R","R","ATL","MIA","B",,,"1","1",2012,"-0.29","2.16","-0.49","4.15",,,,"2","9","Top",,,,,"435263",,"120517_215258",1.15,-135.39,-4.92,-2.15,31.19,-6.93,"3.54","1.68",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"72","3","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","0.021"
"FF","2012-05-17","91.8","-0.96","6.42","Beachy, Brandon",519317,545404,,"called_strike",,,,,"7","Giancarlo Stanton grounds out, shortstop Tyler Pastornicky to first baseman Freddie Freeman.","R","R","R","ATL","MIA","S",,,"1","0",2012,"-0.35","1.86","-0.32","2.20",,,,"2","9","Top",,,,,"435263",,"120517_215240",2.21,-133.4,-9.04,-2.82,26.79,-11.08,"3.54","1.68",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"72","2","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","-0.019"
"FF","2012-05-17","92.6","-1","6.46","Beachy, Brandon",519317,545404,,"ball",,,,,"12","Giancarlo Stanton grounds out, shortstop Tyler Pastornicky to first baseman Freddie Freeman.","R","R","R","ATL","MIA","B",,,"0","0",2012,"-0.5","1.91","0.87","3.46",,,,"2","9","Top",,,,,"435263",,"120517_215225",5.89,-134.69,-6.03,-4.85,30.57,-10.35,"3.54","1.68",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"72","1","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","0.015"
"CH","2012-05-17","81.9","-1.33","6","Beachy, Brandon",489149,545404,"strikeout","swinging_strike",,,,,"7","Logan Morrison strikes out swinging.","R","L","R","ATL","MIA","S","2",,"2","2",2012,"-1.43","1.73","-0.60","1.62",,,,"1","9","Top",,,,,"435263",,"120517_215150",4.53,-118.9,-6.53,-13.12,26.73,-17.07,"3.46","1.7",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"71","5","Changeup","7","0","0","7","0","7","0","7",,,,"0","-0.139"
"FF","2012-05-17","92.4","-1.2","6.38","Beachy, Brandon",489149,545404,,"foul",,,,,"11","Logan Morrison strikes out swinging.","R","L","R","ATL","MIA","S",,,"2","1",2012,"-0.7","1.46","-0.71","3.60",,,,"1","9","Top",,,,,"435263",,"120517_215120",2.71,-134.47,-4.38,-7.52,28.92,-15.99,"3.46","1.7",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"71","4","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","-0.047"
"FF","2012-05-17","90.8","-1.18","6.37","Beachy, Brandon",489149,545404,,"foul",,,,,"2","Logan Morrison strikes out swinging.","R","L","R","ATL","MIA","S",,,"2","0",2012,"-0.26","1.69","-0.08","3.41",,,,"1","9","Top",,,,,"435263",,"120517_215057",3.18,-132.16,-5.05,-1.6,29.86,-13.82,"3.46","1.7",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"71","3","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","-0.038"
"FF","2012-05-17","89.2","-1.35","6.3","Beachy, Brandon",489149,545404,,"ball",,,,,"13","Logan Morrison strikes out swinging.","R","L","R","ATL","MIA","B",,,"1","0",2012,"-0.96","1.61","-1.43","1.95",,,,"1","9","Top",,,,,"435263",,"120517_215039",1.79,-129.68,-8.08,-10.15,28.75,-15.48,"3.46","1.7",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"71","2","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","0.042"
"FF","2012-05-17","91.8","-1.07","6.54","Beachy, Brandon",489149,545404,,"ball",,,,,"11","Logan Morrison strikes out swinging.","R","L","R","ATL","MIA","B",,,"0","0",2012,"-0.35","1.72","-0.64","3.61",,,,"1","9","Top",,,,,"435263",,"120517_215025",1.7,-133.7,-5.22,-2.87,31.36,-13.05,"3.46","1.7",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"71","1","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","0.025"
"SL","2012-05-17","80.3","-0.69","6.53","Beachy, Brandon",430906,545404,"strikeout","swinging_strike",,,,,"6","Donnie Murphy strikes out swinging.","R","R","R","ATL","MIA","S","2",,"0","2",2012,"0.25","-0.49","0.60","2.65",,,,"0","9","Top",,,,,"435263",,"120517_214953",2.15,-116.84,-0.53,3.75,22.34,-38.76,"3.49","1.6",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"70","3","Slider","7","0","0","7","0","7","0","7",,,,"0.001","-0.145"
"FF","2012-05-17","91.8","-0.77","6.41","Beachy, Brandon",430906,545404,,"foul",,,,,"8","Donnie Murphy strikes out swinging.","R","R","R","ATL","MIA","S",,,"0","1",2012,"-0.28","1.85","-0.02","1.99",,,,"0","9","Top",,,,,"435263",,"120517_214929",2.37,-133.42,-9.68,-1.97,22.93,-10.92,"3.49","1.6",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"70","2","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","-0.05"
"FF","2012-05-17","91.2","-1","6.5","Beachy, Brandon",430906,545404,,"called_strike",,,,,"5","Donnie Murphy strikes out swinging.","R","R","R","ATL","MIA","S",,,"0","0",2012,"-0.4","1.69","0.21","2.64",,,,"0","9","Top",,,,,"435263",,"120517_214915",3.85,-132.6,-7.56,-3.52,26.55,-13.46,"3.49","1.6",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"70","1","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","-0.035"
"FF","2012-05-17","92.8","-0.85","6.37","Beachy, Brandon",408299,545404,"field_out","hit_into_play",,,,,"6","Omar Infante grounds out, shortstop Tyler Pastornicky to first baseman Freddie Freeman.","R","R","R","ATL","MIA","X","6","ground_ball","2","1",2012,"-0.26","1.56","0.35","2.65",,,,"2","8","Top",110.44,154.62,,,"435263",,"120517_213754",3.51,-134.98,-7.2,-1.76,28.39,-14.57,"3.43","1.61",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"65","4","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","-0.116"
"FF","2012-05-17","90.5","-1.09","6.38","Beachy, Brandon",408299,545404,,"called_strike",,,,,"4","Omar Infante grounds out, shortstop Tyler Pastornicky to first baseman Freddie Freeman.","R","R","R","ATL","MIA","S",,,"2","0",2012,"-0.43","1.3","-0.61","2.30",,,,"2","8","Top",,,,,"435263",,"120517_213741",1.99,-131.68,-7.18,-3.92,23.11,-18.36,"3.43","1.61",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"65","3","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","-0.022"
"FF","2012-05-17","92.3","-0.84","6.47","Beachy, Brandon",408299,545404,,"ball",,,,,"12","Omar Infante grounds out, shortstop Tyler Pastornicky to first baseman Freddie Freeman.","R","R","R","ATL","MIA","B",,,"1","0",2012,"-0.6","1.56","1.18","2.62",,,,"2","8","Top",,,,,"435263",,"120517_213724",6.54,-134.18,-7.48,-6.25,27.15,-14.62,"3.43","1.61",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"65","2","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","0.025"
"CU","2012-05-17","72.9","-0.91","6.6","Beachy, Brandon",408299,545404,,"ball",,,,,"14","Omar Infante grounds out, shortstop Tyler Pastornicky to first baseman Freddie Freeman.","R","R","R","ATL","MIA","B",,,"0","0",2012,"0.11","-1.23","0.34","1.21",,,,"2","8","Top",,,,,"435263",,"120517_213711",2.16,-106.12,-0.8,1.9,20.91,-43.31,"3.43","1.61",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"65","1","Curveball","7","0","0","7","0","7","0","7",,,,"0","0.015"
"FF","2012-05-17","93.8","-1.23","6.35","Beachy, Brandon",408314,545404,"field_out","hit_into_play",,,,,"11","Jose Reyes grounds out, third baseman Chipper Jones to first baseman Freddie Freeman.","R","L","R","ATL","MIA","X","5","ground_ball","2","2",2012,"-0.6","1.55","-0.83","2.54",,,,"1","8","Top",101.41,169.68,,,"435263",,"120517_213633",2.26,-136.28,-7.63,-6.35,28.37,-14.31,"3.22","1.55",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"64","5","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0.001","-0.139"
"FF","2012-05-17","92.0","-1.13","6.36","Beachy, Brandon",408314,545404,,"called_strike",,,,,"1","Jose Reyes grounds out, third baseman Chipper Jones to first baseman Freddie Freeman.","R","L","R","ATL","MIA","S",,,"2","1",2012,"-0.47","1.53","-0.67","3.32",,,,"1","8","Top",,,,,"435263",,"120517_213613",2.06,-134,-5.11,-4.38,30.3,-15.37,"3.28","1.68",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"64","4","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","-0.047"
"FF","2012-05-17","92.1","-1.28","6.37","Beachy, Brandon",408314,545404,,"ball",,,,,"11","Jose Reyes grounds out, third baseman Chipper Jones to first baseman Freddie Freeman.","R","L","R","ATL","MIA","B",,,"1","1",2012,"-0.85","1.7","-0.92","3.30",,,,"1","8","Top",,,,,"435263",,"120517_213557",2.72,-134.02,-5.65,-9.38,28.74,-13.1,"3.22","1.55",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"64","3","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","0.037"
"CH","2012-05-17","81.2","-1.43","6.08","Beachy, Brandon",408314,545404,,"called_strike",,,,,"7","Jose Reyes grounds out, third baseman Chipper Jones to first baseman Freddie Freeman.","R","L","R","ATL","MIA","S",,,"1","0",2012,"-1.2","1.62","-0.35","1.62",,,,"1","8","Top",,,,,"435263",,"120517_213544",4.91,-117.96,-6.64,-11.05,18.8,-17.92,"3.22","1.55",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"64","2","Changeup","7","0","0","7","0","7","0","7",,,,"0","-0.032"
"CH","2012-05-17","81.8","-1.43","6.11","Beachy, Brandon",408314,545404,,"ball",,,,,"13","Jose Reyes grounds out, third baseman Chipper Jones to first baseman Freddie Freeman.","R","L","R","ATL","MIA","B",,,"0","0",2012,"-1.04","1.3","-0.71","1.39",,,,"1","8","Top",,,,,"435263",,"120517_213532",3.69,-118.89,-6.59,-9.44,22.1,-21.1,"3.22","1.55",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"64","1","Changeup","7","0","0","7","0","7","0","7",,,,"0","0.025"
"CU","2012-05-17","73.8","-0.88","6.56","Beachy, Brandon",519128,545404,"field_out","hit_into_play",,,,,"8","Bryan Petersen grounds out to first baseman Freddie Freeman.","R","L","R","ATL","MIA","X","3","ground_ball","1","2",2012,"0.52","-1.11","-0.11","1.82",,,,"0","8","Top",152.61,167.67,,,"435263",,"120517_213450",0.36,-107.53,0.12,5.34,21.4,-42.61,"3.29","1.71",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"63","4","Curveball","7","0","0","7","0","7","0","7",,,,"0.001","-0.166"
"FF","2012-05-17","92.3","-1.15","6.45","Beachy, Brandon",519128,545404,,"foul",,,,,"11","Bryan Petersen grounds out to first baseman Freddie Freeman.","R","L","R","ATL","MIA","S",,,"1","1",2012,"-0.69","1.44","-0.85","3.65",,,,"0","8","Top",,,,,"435263",,"120517_213424",2.2,-134.34,-4.45,-7.46,26.04,-16.08,"3.29","1.71",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"63","3","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","-0.055"
"FF","2012-05-17","91.3","-1.14","6.37","Beachy, Brandon",519128,545404,,"called_strike",,,,,"5","Bryan Petersen grounds out to first baseman Freddie Freeman.","R","L","R","ATL","MIA","S",,,"1","0",2012,"-0.47","1.78","-0.08","2.61",,,,"0","8","Top",,,,,"435263",,"120517_213405",3.61,-132.69,-7.58,-4.38,24.88,-12.22,"3.29","1.71",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"63","2","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","-0.045"
"FF","2012-05-17","89.5","-1.15","6.7","Beachy, Brandon",519128,545404,,"ball",,,,,"11","Bryan Petersen grounds out to first baseman Freddie Freeman.","R","L","R","ATL","MIA","B",,,"0","0",2012,"-0.21","1.61","-1.24","4.88",,,,"0","8","Top",,,,,"435263",,"120517_213350",-0.04,-130.3,-1.84,-0.94,23.55,-14.95,"3.29","1.71",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"63","1","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","0.036"
"CH","2012-05-17","81.0","-1.28","5.99","Beachy, Brandon",451109,545404,"strikeout","swinging_strike",,,,,"14","Brett Hayes strikes out swinging.","R","R","R","ATL","MIA","S","2",,"2","2",2012,"-1.42","1.59","0.47","1.05","519317",,,"2","7","Top",,,,,"435263",,"120517_211926",6.85,-117.48,-7.48,-13.01,22.09,-18.51,"3.69","1.72",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"58","5","Changeup","7","0","0","7","0","7","0","7",,,,"0.002","-0.257"
"FF","2012-05-17","92.9","-0.8","6.43","Beachy, Brandon",451109,545404,,"called_strike",,,,,"6","Brett Hayes strikes out swinging.","R","R","R","ATL","MIA","S",,,"2","1",2012,"-0.35","1.83","0.69","2.65","519317",,,"2","7","Top",,,,,"435263",,"120517_211853",4.5,-135.1,-7.97,-2.94,29.91,-11.13,"3.69","1.72",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"58","4","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","-0.073"
"FF","2012-05-17","92.2","-0.84","6.48","Beachy, Brandon",451109,545404,,"foul",,,,,"6","Brett Hayes strikes out swinging.","R","R","R","ATL","MIA","S",,,"2","0",2012,"-0.21","1.55","0.58","2.86","519317",,,"2","7","Top",,,,,"435263",,"120517_211823",3.91,-134.14,-6.68,-0.98,31.63,-15.08,"3.69","1.72",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"58","3","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","-0.045"
"CU","2012-05-17","73.0","-0.86","6.51","Beachy, Brandon",451109,545404,,"ball",,,,,"14","Brett Hayes strikes out swinging.","R","R","R","ATL","MIA","B",,,"1","0",2012,"0.34","-1.14","1.01","1.72","519317",,,"2","7","Top",,,,,"435263",,"120517_211803",2.98,-106.34,0.22,3.85,20.29,-42.7,"3.69","1.72",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"58","2","Curveball","7","0","0","7","0","7","0","7",,,,"0","0.029"
"FF","2012-05-17","92.9","-0.68","6.57","Beachy, Brandon",451109,545404,,"ball",,,,,"12","Brett Hayes strikes out swinging.","R","R","R","ATL","MIA","B",,,"0","0",2012,"0.09","1.97","0.90","3.67","519317",,,"2","7","Top",,,,,"435263",,"120517_211745",3.65,-135.16,-5.95,2.94,30.44,-9.39,"3.69","1.72",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"58","1","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","0.018"
"FF","2012-05-17","94.3","-0.95","6.34","Beachy, Brandon",466988,545404,"field_out","hit_into_play",,,,,"8","Emilio Bonifacio grounds out, second baseman Dan Uggla to first baseman Freddie Freeman.   Giancarlo Stanton to 3rd.","R","L","R","ATL","MIA","X","4","ground_ball","2","2",2012,"-0.16","1.88","0.23","1.71",,"519317",,"1","7","Top",139.56,159.64,,,"435263",,"120517_211657",3.31,-136.83,-10.86,-0.47,25.41,-9.5,"3.64","1.78",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"57","5","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0.003","-0.24"
"FF","2012-05-17","91.7","-1.04","6.25","Beachy, Brandon",466988,545404,,"foul",,,,,"9","Emilio Bonifacio grounds out, second baseman Dan Uggla to first baseman Freddie Freeman.   Giancarlo Stanton to 3rd.","R","L","R","ATL","MIA","S",,,"2","1",2012,"-0.66","1.75","0.34","2.07",,"519317",,"1","7","Top",,,,,"435263",,"120517_211608",4.94,-133.2,-8.6,-6.9,27.72,-12.61,"3.64","1.78",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"57","4","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","-0.104"
"FF","2012-05-17","92.5","-0.95","6.43","Beachy, Brandon",466988,545404,,"ball",,,,,"1","Emilio Bonifacio grounds out, second baseman Dan Uggla to first baseman Freddie Freeman.   Giancarlo Stanton to 3rd.","R","L","R","ATL","MIA","B",,,"1","1",2012,"-0.5","1.66","-0.78","3.17",,"519317",,"1","7","Top",,,,,"435263",,"120517_211543",1.38,-134.59,-6.18,-4.86,27.91,-13.38,"3.51","1.79",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"57","3","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","0.067"
"FF","2012-05-17","90.7","-1.15","6.4","Beachy, Brandon",466988,545404,,"called_strike",,,,,"11","Emilio Bonifacio grounds out, second baseman Dan Uggla to first baseman Freddie Freeman.   Giancarlo Stanton to 3rd.","R","L","R","ATL","MIA","S",,,"1","0",2012,"-0.37","1.92","-0.83","2.89",,"519317",,"1","7","Top",,,,,"435263",,"120517_211521",1.42,-132.01,-7.14,-3.07,25.23,-10.7,"3.64","1.78",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"57","2","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","-0.061"
"FF","2012-05-17","90.7","-1.13","6.58","Beachy, Brandon",466988,545404,,"ball",,,,,"11","Emilio Bonifacio grounds out, second baseman Dan Uggla to first baseman Freddie Freeman.   Giancarlo Stanton to 3rd.","R","L","R","ATL","MIA","B",,,"0","0",2012,"-0.31","1.78","-0.67","4.00",,"519317",,"1","7","Top",,,,,"435263",,"120517_211504",1.65,-132.08,-4.36,-2.35,25.72,-12.44,"3.64","1.78",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"57","1","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","0.039"
"SL","2012-05-17","80.7","-1.01","6.57","Beachy, Brandon",459991,545404,"field_out","hit_into_play",,,,,"5","Gaby Sanchez grounds out, third baseman Chipper Jones to first baseman Freddie Freeman.","R","R","R","ATL","MIA","X","5","ground_ball","2","1",2012,"0.22","0.53","0.13","2.13",,"519317",,"0","7","Top",106.43,169.68,,,"435263",,"120517_211414",1.89,-117.4,-4.22,3.6,17.82,-28.85,"3.05","1.37",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,"0",,"0","0",,"56","4","Slider","7","0","0","7","0","7","0","7",,,,"0.006","-0.279"
"FF","2012-05-17","91.3","-0.97","6.6","Beachy, Brandon",459991,545404,,"ball",,,,,"11","Gaby Sanchez grounds out, third baseman Chipper Jones to first baseman Freddie Freeman.","R","R","R","ATL","MIA","B",,,"1","1",2012,"-0.25","1.65","-1.22","2.73",,"519317",,"0","7","Top",,,,,"435263",,"120517_211353",-0.37,-132.8,-7.49,-1.51,27.77,-13.95,"3.05","1.37",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"56","3","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","0.048"
"FF","2012-05-17","91.0","-1","6.43","Beachy, Brandon",459991,545404,,"called_strike",,,,,"1","Gaby Sanchez grounds out, third baseman Chipper Jones to first baseman Freddie Freeman.","R","R","R","ATL","MIA","S",,,"1","0",2012,"-0.65","1.77","-0.76","2.69",,"519317",,"0","7","Top",,,,,"435263",,"120517_211331",1.87,-132.36,-7.33,-6.58,29.13,-12.72,"3.05","1.37",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"56","2","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","-0.064"
"FF","2012-05-17","91.6","-0.91","6.63","Beachy, Brandon",459991,545404,,"ball",,,,,"11","Gaby Sanchez grounds out, third baseman Chipper Jones to first baseman Freddie Freeman.","R","R","R","ATL","MIA","B",,,"0","0",2012,"-0.18","1.78","-0.52","3.51",,"519317",,"0","7","Top",,,,,"435263",,"120517_211311",1.15,-133.36,-5.88,-0.71,28.91,-12.31,"3.05","1.37",,,,,,,318302,545404,"435263","518692","462564","116706","543629","445988","456422","518792","50",,,,,,,,"56","1","4-Seam Fastball","7","0","0","7","0","7","0","7",,,,"0","0.045"
